movie_id;actor_id
188;358
188;359
189;360
189;361
190;360
190;361
191;6
191;362
191;363
192;22
192;364
192;365
193;366
193;364
193;367
194;368
194;369
195;370
195;371
195;372
196;98
196;371
197;202
197;373
197;374
198;11
198;375
198;13
199;376
199;377
199;157
200;7
200;378
200;379
201;262
201;378
201;133
202;380
202;381
202;382
203;360
203;381
204;71
204;383
204;93
205;65
205;384
205;385
206;386
206;387
206;388
207;22
207;389
207;390
208;391
208;392
208;393
209;394
209;395
209;396
210;397
210;398
210;399
211;400
211;401
211;26
212;50
212;402
212;403
213;111
213;404
213;405
214;406
214;404
214;6
215;407
215;408
215;409
216;76
216;410
216;411
217;412
217;410
218;413
218;414
218;415
219;416
219;417
219;43
220;418
220;419
220;420
221;421
221;422
221;423
222;424
222;425
223;7
223;425
223;156
224;426
224;427
224;428
225;429
225;430
225;431
226;432
226;433
226;434
227;89
227;433
227;435
228;436
228;433
228;437
229;111
229;433
229;438
230;200
230;439
230;440
231;441
231;442
231;443
232;444
232;445
232;446
233;447
233;448
233;449
234;35
234;448
234;450
235;335
235;451
235;452
236;453
236;454
236;455
237;456
237;457
237;40
238;458
238;459
239;460
239;461
239;462
240;453
240;463
240;455
241;464
241;465
241;466
242;57
242;465
242;467
243;468
243;469
243;470
244;471
244;472
244;6
245;473
245;474
245;91
246;475
246;476
246;409
247;477
247;478
248;267
248;479
248;480
249;120
249;481
249;482
250;483
250;484
250;172
251;485
251;486
251;487
252;224
252;486
252;488
253;11
253;489
253;159
254;490
254;491
254;492
255;493
255;491
256;494
256;495
256;496
257;497
257;498
257;499
258;245
258;498
258;156
259;500
259;498
259;346
260;397
260;501
260;502
261;503
261;504
261;505
262;41
262;504
262;506
263;71
263;507
263;508
264;360
264;509
264;510
265;511
265;512
265;513
266;514
266;515
266;95
267;111
267;515
267;516
268;517
268;518
268;181
269;406
269;518
269;519
270;520
270;518
270;521
271;522
271;523
272;524
272;525
272;526
273;527
273;528
273;40
274;529
274;530
274;531
275;532
275;533
275;159
276;534
276;533
276;535
277;397
277;536
277;537
278;538
278;539
278;540
279;541
279;542
279;543
280;544
280;545
280;46
281;360
281;546
282;547
282;548
282;194
283;549
283;550
283;551
284;552
284;553
284;51
285;554
285;555
285;213
286;556
286;557
286;558
287;71
287;559
287;93
288;560
288;561
288;73
289;98
289;562
289;563
290;78
290;564
290;26
291;80
291;564
291;26
292;565
292;566
292;567
293;117
293;568
293;328
294;569
294;568
294;570
295;571
295;572
295;573
296;234
296;574
296;575
297;576
297;577
297;578
298;579
298;577
298;580
299;581
299;582
299;46
300;41
300;582
300;583
301;584
301;585
301;43
302;41
302;585
302;43
303;294
303;586
303;587
304;65
304;586
304;588
305;589
305;586
305;590
306;311
306;586
306;591
307;592
307;593
307;6
308;47
308;593
308;594
309;595
309;596
309;104
310;597
310;596
310;104
311;527
311;598
311;40
312;599
312;600
312;601
313;602
313;603
313;40
314;604
314;605
314;606
315;607
315;608
315;609
316;7
316;610
316;611
317;41
317;612
317;613
318;614
318;615
318;423
319;616
319;615
319;617
320;618
320;619
320;620
321;621
321;622
321;623
322;624
322;622
323;11
323;625
324;626
324;627
324;628
325;22
325;629
325;630
326;19
326;629
326;631
327;147
327;629
327;632
328;147
328;629
328;633
329;245
329;629
329;634
330;22
330;629
330;116
331;147
331;635
331;630
332;71
332;636
332;535
333;59
333;636
333;172
334;7
334;637
334;156
335;638
335;637
335;639
336;640
336;641
336;405
337;642
337;643
337;644
338;575
338;643
339;41
339;645
339;646
340;647
340;645
340;648
341;649
341;650
342;651
342;652
343;653
343;654
343;184
344;380
344;654
344;184
345;340
345;655
345;656
346;40
346;657
347;658
347;659
347;660
348;7
348;661
348;405
349;50
349;661
349;662
350;35
350;661
350;663
351;664
351;665
351;43
352;666
352;667
352;43
353;41
353;667
353;43
354;668
354;669
354;670
355;671
355;672
355;673
356;674
356;675
356;676
357;87
357;675
357;156
358;224
358;675
358;403
359;677
359;675
359;678
360;76
360;675
360;256
361;230
361;675
361;519
362;679
362;675
363;680
363;681
363;682
364;647
364;681
364;289
365;447
365;683
365;684
366;98
366;685
366;372
367;224
367;685
367;686
368;41
368;687
368;688
369;473
369;689
370;340
370;690
370;6
371;7
371;690
371;508
372;325
372;691
372;692
373;693
373;691
373;694
374;200
374;695
374;440
375;473
375;696
375;697
376;11
376;696
376;348
377;77
377;696
377;698
378;473
378;696
378;699
379;700
379;701
380;702
380;703
380;162
381;704
381;705
381;706
382;707
382;708
382;709
383;65
383;710
383;711
384;614
384;712
384;575
385;575
385;712
386;575
386;712
387;453
387;712
387;575
388;713
388;712
388;714
389;715
389;716
389;717
390;92
390;716
390;718
391;719
391;720
391;721
392;722
392;723
392;724
393;725
393;726
393;727
394;728
394;726
394;729
395;340
395;730
395;731
396;453
396;732
396;733
397;734
397;732
397;223
398;735
398;732
398;736
399;737
399;732
399;107
400;71
400;732
400;678
401;738
401;732
401;508
402;739
402;732
402;740
403;741
403;742
403;466
404;743
404;742
404;229
405;743
405;742
405;744
406;743
406;742
406;745
407;746
407;747
407;748
408;749
408;750
408;751
409;335
409;750
409;752
410;41
410;753
410;754
411;755
411;756
411;757
412;758
412;759
412;440
413;111
413;760
413;761
414;44
414;760
414;156
415;345
415;760
415;252
416;677
416;760
416;678
417;762
417;760
417;763
418;764
418;760
419;765
419;766
419;40
420;522
420;766
420;767
421;768
421;769
421;770
422;771
422;772
422;773
423;774
423;772
423;775
424;776
424;772
424;777
425;59
425;778
425;779
426;35
426;780
426;781
427;782
427;780
427;783
428;111
428;780
428;784
429;785
429;780
430;65
430;786
430;787
431;331
431;788
431;789
432;790
432;791
432;792
433;793
433;794
433;795
434;796
434;794
434;797
435;798
435;794
435;797
436;799
436;794
436;797
437;799
437;794
437;797
438;800
438;794
438;797
439;120
439;794
439;284
440;801
440;794
440;802
441;803
441;794
441;804
442;141
442;794
442;590
443;805
443;794
443;806
444;807
444;794
444;808
445;799
445;794
445;809
446;810
446;794
446;811
447;812
447;794
447;813
448;814
448;794
448;815
449;807
449;794
450;803
450;794
451;335
451;816
451;817
452;818
452;819
452;678
453;105
453;819
453;820
454;397
454;821
454;591
455;822
455;823
455;51
456;824
456;823
456;51
457;825
457;826
457;827
458;828
458;826
458;829
459;41
459;830
459;831
460;22
460;832
460;833
461;834
461;835
461;836
462;41
462;837
462;43
463;838
463;839
463;840
464;71
464;841
464;842
465;111
465;843
465;844
466;845
466;846
466;847
467;848
467;846
467;849
468;850
468;846
469;851
469;852
469;847
470;818
470;853
470;854
471;855
471;856
471;197
472;857
472;858
472;859
473;860
473;858
474;196
474;861
474;342
475;19
475;862
476;863
476;864
476;40
477;865
477;866
477;867
478;741
478;868
478;869
479;50
479;868
479;275
480;111
480;868
480;870
481;871
481;872
482;873
482;874
482;875
483;52
483;876
483;877
484;52
484;876
484;877
485;878
485;876
485;879
486;880
486;881
487;882
487;883
487;382
488;89
488;883
488;884
489;569
489;883
489;885
490;886
490;883
490;887
491;888
491;883
491;889
492;134
492;883
492;890
493;891
493;883
493;892
494;893
494;883
494;894
495;50
495;883
495;438
496;111
496;883
496;836
497;230
497;883
498;541
498;895
499;896
499;897
499;898
500;680
500;899
500;900
501;105
501;901
501;902
502;903
502;901
502;904
503;905
503;906
503;907
504;908
504;909
504;910
505;834
505;911
505;6
506;912
506;911
506;319
507;19
507;913
507;914
508;915
508;916
509;917
509;918
509;95
510;473
510;919
510;920
511;921
511;919
511;781
512;569
512;919
512;922
513;92
513;919
513;487
514;923
514;919
514;924
515;921
515;919
515;925
516;176
516;919
516;926
517;893
517;919
517;927
518;928
518;919
518;929
519;930
519;919
519;740
520;569
520;919
520;931
521;666
521;919
521;51
522;932
522;919
522;933
523;424
523;919
524;934
524;935
524;43
525;936
525;937
525;259
526;41
526;938
526;583
527;65
527;938
527;939
528;522
528;938
529;940
529;938
529;941
530;65
530;938
530;941
531;65
531;938
531;941
532;497
532;942
533;7
533;943
533;40
534;944
534;945
534;946
535;947
535;948
535;467
536;949
536;948
536;950
537;338
537;951
537;26
538;952
538;953
538;284
539;335
539;953
539;82
540;7
540;953
540;8
541;954
541;953
541;606
542;335
542;955
542;374
543;647
543;955
543;284
544;891
544;955
544;956
545;647
545;955
545;957
546;647
546;955
546;648
547;647
547;955
547;958
548;41
548;955
548;959
549;664
549;955
549;960
550;647
550;955
551;647
551;955
552;647
552;955
553;647
553;955
554;647
554;955
555;647
555;955
556;647
556;955
557;961
557;962
557;963
558;245
558;964
558;965
559;105
559;964
559;854
560;828
560;964
560;133
561;58
561;964
562;96
562;966
562;967
563;968
563;969
563;970
564;971
564;972
564;973
565;974
565;975
565;976
566;977
566;978
566;898
567;979
567;980
567;981
568;982
568;983
568;984
569;569
569;985
569;986
570;987
570;988
570;452
571;989
571;990
571;991
572;992
572;993
572;898
573;141
573;994
573;505
574;995
574;996
574;997
575;998
575;999
575;1000
576;503
576;1001
576;43
577;527
577;1002
577;199
578;1003
578;1004
578;1005
579;59
579;1006
579;1007
580;105
580;1006
580;1008
581;22
581;1009
581;365
582;1010
582;1011
582;93
583;1012
583;1013
583;1014
584;647
584;1015
584;1016
585;236
585;1017
585;46
586;1018
586;1017
586;1019
587;1020
587;1017
587;1021
588;441
588;1022
588;1023
589;1024
589;1025
589;1026
590;1027
590;1028
590;1029
591;105
591;1028
591;1030
592;1031
592;1028
592;1032
593;1033
593;1034
593;184
594;1035
594;1036
594;1037
595;1038
595;1036
595;1039
596;94
596;1036
596;104
597;1040
597;1036
597;104
598;1041
598;1042
598;1043
599;78
599;1044
599;26
600;1045
600;1046
601;1047
601;1048
601;521
602;1049
602;1050
602;40
603;441
603;1051
604;1052
604;1053
604;1054
605;453
605;1055
605;286
606;58
606;1056
606;1057
607;11
607;1056
608;1058
608;1059
608;1060
609;397
609;1061
609;1062
610;1063
610;1061
611;1064
611;1065
611;1066
612;1067
612;1068
612;26
613;1069
613;1070
613;1071
614;370
614;1070
614;1072
615;1073
615;1070
616;58
616;1074
616;1075
617;1073
617;1074
618;1076
618;1077
618;686
619;1078
619;1079
619;1080
620;9
620;1081
620;1082
621;626
621;1083
621;836
622;262
622;1084
622;1085
623;575
623;1086
624;575
624;1086
625;497
625;1086
626;1087
626;1086
626;907
627;1088
627;1086
627;787
628;397
628;1086
628;46
629;1089
629;1086
629;46
630;276
630;1086
630;531
631;575
631;1086
631;740
632;575
632;1086
633;575
633;1086
634;1090
634;1091
634;440
635;1092
635;1093
635;1094
636;968
636;1093
636;169
637;1089
637;1093
637;678
638;1095
638;1096
638;314
639;1097
639;1098
639;43
640;285
640;1098
640;40
641;527
641;1098
641;40
642;1099
642;1100
642;1101
643;647
643;1100
643;1102
644;1103
644;1100
644;1104
645;1105
645;1106
645;49
646;89
646;1106
646;1107
647;1108
647;1109
647;1110
648;397
648;1111
648;49
649;1112
649;1111
649;537
650;1073
650;1111
650;1113
651;1114
651;1115
651;114
652;626
652;1115
652;1116
653;1117
653;1118
653;1008
654;22
654;1119
654;567
655;1120
655;1119
655;184
656;89
656;1119
656;933
657;453
657;1121
657;1122
658;785
658;1123
658;1124
659;340
659;1123
659;1125
660;1126
660;1127
660;1128
661;236
661;1129
661;46
662;1130
662;1131
662;1132
663;41
663;1133
663;721
664;1134
664;1135
664;1136
665;1134
665;1135
665;1137
666;58
666;1138
666;184
667;44
667;1139
667;252
668;1140
668;1141
668;1142
669;1143
669;1141
669;1144
670;475
670;1145
670;409
671;1146
671;1147
671;1148
672;335
672;1149
672;1150
673;1151
673;1152
673;1153
674;1154
674;1155
674;1156
675;224
675;1157
675;1158
676;1159
676;1157
676;779
677;105
677;1160
677;1161
678;1162
678;1160
678;156
679;1073
679;1160
679;1163
680;111
680;1164
680;102
681;1165
681;1166
681;1167
682;1168
682;1169
682;1170
683;1168
683;1169
683;46
684;1171
684;1169
684;46
685;19
685;1169
685;1172
686;386
686;1169
686;1173
687;1159
687;1174
687;628
688;436
688;1174
688;1175
689;262
689;1174
689;133
690;224
690;1174
691;1176
691;1177
691;898
692;22
692;1178
692;833
693;1179
693;1180
693;104
694;1181
694;1182
694;1183
695;202
695;1184
695;40
696;41
696;1184
696;1185
697;1186
697;1187
697;1188
698;397
698;1189
698;957
699;325
699;1190
699;929
700;83
700;1191
700;1192
701;211
701;1191
701;1193
702;226
702;1194
702;487
703;349
703;1195
703;1196
704;105
704;1197
704;1198
705;360
705;1197
706;360
706;1197
707;1199
707;1197
708;265
708;1200
708;40
709;1201
709;1202
709;1203
710;1204
710;1205
710;920
711;1206
711;1207
711;1208
712;1209
712;1207
712;40
713;1210
713;1211
713;1212
714;626
714;1213
714;1214
715;1215
715;1216
715;1217
716;1218
716;1219
716;1220
717;1221
717;1219
717;1222
718;292
718;1223
718;284
719;447
719;1223
719;697
720;697
720;1223
721;200
721;1223
721;697
722;41
722;1223
722;583
723;817
723;1223
723;1224
724;1225
724;1223
724;1226
725;227
725;1223
725;1226
726;202
726;1223
726;1227
727;1228
727;1223
727;1229
728;292
728;1223
728;508
729;1230
729;1223
729;1231
730;200
730;1223
730;1232
731;200
731;1223
731;1233
732;1234
732;1223
733;1235
733;1223
734;891
734;1223
735;1236
735;1223
736;1237
736;1223
737;1238
737;1239
737;718
738;1171
738;1239
739;196
739;1240
739;1241
740;1097
740;1242
741;441
741;1243
741;1244
742;262
742;1245
742;535
743;1246
743;1247
743;1248
744;1249
744;1250
744;686
745;1251
745;1252
745;1253
746;22
746;1252
746;1254
747;1255
747;1256
747;18
748;473
748;1257
748;499
749;224
749;1257
749;1258
750;473
750;1257
750;697
751;1259
751;1257
751;1260
752;436
752;1257
752;275
753;360
753;1257
753;510
754;1261
754;1262
755;441
755;1263
755;1264
756;1265
756;1266
757;1265
757;1267
758;1268
758;1265
758;1269
759;1270
759;1265
760;1265
761;1265
762;1265
763;1265
764;848
764;1271
764;1272
765;1273
765;1271
765;1274
766;1275
766;1271
766;58
767;1276
767;1277
767;440
768;1278
768;1279
768;1280
769;58
769;1281
770;41
770;1282
770;751
771;453
771;1283
771;836
772;532
772;1284
772;1285
773;1286
773;1287
773;440
774;360
774;1288
775;360
775;1288
776;105
776;1288
776;740
777;35
777;1288
778;1289
778;1290
779;1291
779;1292
780;828
780;1292
780;1293
781;71
781;1292
781;133
782;380
782;1294
782;1295
783;0
783;1296
783;2
784;0
784;1296
784;2
785;1297
785;1296
785;2
786;1298
786;1299
786;928
787;335
787;1300
788;1301
788;1302
788;1303
789;1304
789;1302
790;1305
790;1306
790;1307
791;58
791;1308
791;1309
792;1291
792;1310
793;1311
793;1310
793;1312
794;245
794;1313
794;1314
795;360
795;1315
796;1316
796;1317
796;1318
797;1319
797;1317
797;1320
798;1321
798;1317
798;1322
799;921
799;1317
799;1323
800;532
800;1317
800;926
801;1324
801;1317
801;1325
802;626
802;1317
802;1116
803;50
803;1317
803;1254
804;1326
804;1317
805;57
805;1327
805;1328
806;89
806;1327
806;1329
807;1330
807;1327
808;76
808;1331
808;1332
809;1333
809;1334
809;926
810;1069
810;1335
810;1336
811;1337
811;1338
811;686
812;152
812;1339
812;1340
813;271
813;1341
813;740
814;1342
814;1343
814;1344
815;9
815;1345
815;1346
816;1291
816;1345
816;836
817;1347
817;1348
817;1349
818;575
818;1350
819;1351
819;1352
819;351
820;1353
820;1352
820;1354
821;92
821;1352
821;1355
822;527
822;1356
822;43
823;1275
823;1357
823;169
824;1358
824;1357
824;1359
825;77
825;1360
825;1361
826;1362
826;1363
826;1364
827;89
827;1363
827;1365
828;283
828;1363
828;1366
829;262
829;1363
829;133
830;1367
830;1368
830;56
831;473
831;1369
831;1370
832;1371
832;1372
832;1373
833;1374
833;1375
833;82
834;1376
834;1375
834;1377
835;680
835;1375
835;1378
836;1379
836;1375
837;1380
837;1381
837;1382
838;1383
838;1381
839;825
839;1381
839;1384
840;262
840;1381
840;892
841;1385
841;1381
841;1386
842;534
842;1381
842;1387
843;1388
843;1381
843;1389
844;89
844;1390
844;884
845;65
845;1391
845;1392
846;335
846;1391
846;1393
847;22
847;1394
847;833
848;762
848;1394
848;1395
849;522
849;1396
850;1397
850;1398
850;1399
851;1073
851;1400
851;1401
852;575
852;1400
852;508
853;1402
853;1403
853;1404
854;1405
854;1406
854;1407
855;41
855;1408
855;752
856;41
856;1409
856;1410
857;679
857;1411
857;1412
858;41
858;1413
858;43
859;1414
859;1413
859;40
860;1415
860;1416
860;1417
861;71
861;1418
861;508
862;41
862;1418
863;1419
863;1420
863;1421
864;397
864;1422
864;1393
865;1423
865;1424
866;11
866;1425
866;1426
867;105
867;1427
867;104
868;335
868;1428
869;1429
869;1430
869;1431
870;89
870;1432
870;1433
871;581
871;1434
871;1080
872;581
872;1434
872;1435
873;1436
873;1437
873;1438
874;917
874;1439
874;1440
875;325
875;1439
875;1116
876;52
876;1439
877;1441
877;1442
877;26
878;522
878;1443
879;527
879;1444
879;40
880;1445
880;1446
880;1447
881;793
881;1448
881;1449
882;896
882;1450
882;898
883;896
883;1450
883;898
884;896
884;1450
884;898
885;1451
885;1452
885;43
886;41
886;1452
886;43
887;41
887;1452
887;43
888;1453
888;1452
888;40
889;41
889;1452
889;1454
890;41
890;1452
891;80
891;1455
891;26
892;41
892;1456
892;1457
893;65
893;1456
893;1458
894;397
894;1459
894;1460
895;1461
895;1462
895;40
896;35
896;1463
896;1464
897;1465
897;1466
897;6
898;1467
898;1468
898;1469
899;1470
899;1471
899;1173
900;424
900;1472
900;1473
901;664
901;1474
901;43
902;147
902;1475
902;1476
903;1477
903;1478
903;1479
904;1480
904;1478
904;1481
905;1482
905;1483
905;21
906;236
906;1484
906;1336
907;1485
907;1484
907;1486
908;762
908;1487
908;1488
909;1489
909;1490
909;737
910;1491
910;1492
910;70
911;1493
911;1494
911;1495
912;1496
912;1497
912;1498
913;1499
913;1500
914;1501
914;1500
915;453
915;1502
915;1503
916;1401
916;1504
917;360
917;1504
918;893
918;1504
918;1505
919;432
919;1506
919;1507
920;100
920;1508
921;1509
921;1508
921;1510
922;1511
922;1508
922;781
923;1512
923;1508
923;49
924;44
924;1508
924;1513
925;592
925;1508
925;1514
926;7
926;1508
926;894
927;1105
927;1508
927;1515
928;1516
928;1508
929;58
929;1517
930;1518
930;1517
930;129
931;1519
931;1520
931;1521
932;1522
932;1523
932;505
933;1524
933;1525
933;836
934;406
934;1526
934;1122
935;1527
935;1528
935;711
936;1529
936;1530
936;1373
937;1531
937;1532
937;1533
938;1534
938;1535
938;907
939;1536
939;1537
940;1538
940;1539
940;1540
941;65
941;1541
941;91
942;1542
942;1543
942;1544
943;891
943;1545
943;1546
944;473
944;1545
944;1546
945;1328
945;1545
945;259
946;1547
946;1548
946;1549
947;1550
947;1551
947;1552
948;52
948;1553
948;1554
949;1555
949;1553
949;1556
950;1557
950;1558
950;1559
951;1560
951;1558
951;663
952;651
952;1558
953;111
953;1561
953;1562
954;1563
954;1564
954;1540
955;575
955;1565
955;46
956;1566
956;1567
956;1568
957;1569
957;1570
957;201
958;1047
958;1571
958;1572
959;41
959;1573
959;1574
960;7
960;1575
960;351
961;1576
961;1577
961;1578
962;1579
962;1577
962;1580
963;1581
963;1577
963;1582
964;1583
964;1584
964;558
965;1585
965;1586
965;970
966;340
966;1587
966;104
967;65
967;1588
967;1589
968;1010
968;1590
968;1293
969;1010
969;1590
969;1591
970;818
970;1592
970;1593
971;65
971;1594
972;1595
972;1596
973;517
973;1597
973;51
974;4
974;1598
974;1599
975;1600
975;1601
975;1488
976;1120
976;1602
976;1603
977;549
977;1602
978;896
978;1604
978;898
979;1605
979;1606
979;1607
980;893
980;1608
980;1248
981;9
981;1609
981;925
982;1610
982;1609
982;1611
983;1010
983;1609
983;51
984;896
984;1612
984;898
985;1613
985;1614
986;230
986;1615
986;1616
987;1617
987;1615
987;1063
988;592
988;1615
988;1618
989;1619
989;1620
989;40
990;432
990;1620
990;1621
991;1622
991;1623
991;1624
992;576
992;1625
992;1626
993;71
993;1625
993;93
994;41
994;1625
994;1196
995;1337
995;1625
995;452
996;483
996;1627
996;172
997;1628
997;1627
998;1629
998;1630
998;1631
999;245
999;1632
999;575
1000;1633
1000;1632
1000;1148
1001;1634
1001;1635
1001;1636
1002;1010
1002;1637
1002;372
1003;1638
1003;1637
1003;1639
1004;397
1004;1640
1004;195
1005;1641
1005;1642
1005;1643
1006;1644
1006;1642
1007;41
1007;1645
1007;1646
1008;1647
1008;1648
1008;1197
1009;1649
1009;1648
1009;656
1010;1383
1010;1650
1010;1481
1011;41
1011;1651
1012;473
1012;1652
1012;1426
1013;436
1013;1653
1013;466
1014;7
1014;1653
1014;662
1015;741
1015;1653
1015;1654
1016;1655
1016;1653
1016;836
1017;1326
1017;1656
1017;1657
1018;529
1018;1658
1018;1659
1019;285
1019;1658
1019;40
1020;1505
1020;1658
1020;487
1021;71
1021;1658
1021;1660
1022;1661
1022;1662
1022;1663
1023;1664
1023;1665
1023;259
1024;1666
1024;1667
1024;697
1025;76
1025;1667
1025;1668
1026;71
1026;1667
1026;82
1027;1669
1027;1670
1027;29
1028;30
1028;1670
1028;29
1029;360
1029;1671
1029;510
1030;1512
1030;1672
1030;1248
1031;626
1031;1672
1031;438
1032;105
1032;1673
1032;1674
1033;345
1033;1673
1033;1675
1034;1676
1034;1673
1034;1677
1035;1678
1035;1679
1035;1680
1036;1681
1036;1682
1037;98
1037;1683
1038;98
1038;1683
1039;1684
1039;1685
1039;1686
1040;1684
1040;1685
1041;224
1041;1687
1042;224
1042;1688
1042;1689
1043;397
1043;1688
1043;29
1044;1690
1044;1691
1044;1692
1045;1693
1045;1694
1045;124
1046;120
1046;1695
1046;1696
1047;1697
1047;1698
1047;1699
1048;11
1048;1698
1049;1700
1049;1701
1049;1702
1050;1496
1050;1703
1050;1704
1051;57
1051;1703
1051;1705
1052;1706
1052;1707
1052;902
1053;1708
1053;1709
1053;1071
1054;1710
1054;1711
1054;452
1055;1712
1055;1711
1055;1713
1056;917
1056;1714
1056;1094
1057;626
1057;1715
1057;1293
1058;1716
1058;1717
1058;40
1059;1718
1059;1719
1059;1720
1060;1721
1060;1722
1061;397
1061;1723
1061;199
1062;1337
1062;1723
1062;686
1063;397
1063;1723
1063;591
1064;71
1064;1723
1064;97
1065;325
1065;1724
1065;1514
1066;1725
1066;1726
1067;1727
1067;1728
1067;1729
1068;1499
1068;1730
1068;1657
1069;1731
1069;1730
1069;740
1070;1732
1070;1733
1070;1734
1071;569
1071;1735
1071;93
1072;1736
1072;1737
1072;1738
1073;453
1073;1737
1073;740
1074;1383
1074;1739
1074;1740
1075;360
1075;1741
1076;1742
1076;1743
1076;1744
1077;1745
1077;1746
1077;736
1078;1747
1078;1748
1078;1749
1079;473
1079;1750
1079;91
1080;1751
1080;1750
1081;1752
1081;1753
1081;1476
1082;1754
1082;1755
1082;770
1083;1756
1083;1755
1083;770
1084;7
1084;1757
1084;348
1085;589
1085;1758
1085;1759
1086;65
1086;1758
1086;1760
1087;1761
1087;1762
1087;1063
1088;98
1088;1763
1088;1764
1089;89
1089;1765
1090;7
1090;1766
1090;662
1091;360
1091;1767
1091;1150
1092;111
1092;1768
1092;1769
1093;52
1093;1768
1093;1769
1094;105
1094;1770
1094;1161
1095;1771
1095;1772
1095;1773
1096;343
1096;1774
1096;1775
1097;224
1097;1776
1097;382
1098;818
1098;1776
1098;223
1099;824
1099;1776
1099;223
1100;1777
1100;1776
1101;262
1101;1776
1101;1616
1102;262
