id;year;title;subject;popularity;awards
241;1990;Gremlins 2: The New Batch;COMEDY;61;false
242;1982;Fast Times at Ridgemont High;COMEDY;65;false
243;1987;Mannequin;COMEDY;23;false
244;1977;Rabid;HORROR;34;false
245;1990;Party, The;COMEDY;32;false
246;1989;Vampire Raiders, Ninja Queen;ACTION;15;false
247;1970;Bloopers from Star Trek;COMEDY;22;false
248;1943;Destroyer;ACTION;87;false
249;1992;Party Girl;COMEDY;85;false
250;1989;Twin Peaks;MYSTERY;86;false
251;1987;Moonstruck;COMEDY;6;true
252;1987;Witches of Eastwick, The;COMEDY;8;false
253;1979;Moonraker;ACTION;32;false
254;1984;Beat Street;DRAMA;72;false
255;1986;Running Out of Luck;COMEDY;16;false
256;1989;Never on Tuesday;DRAMA;77;false
257;1975;Shampoo;COMEDY;69;true
258;1985;Power;DRAMA;43;false
259;1965;Darling;DRAMA;44;true
260;1963;Ugly American, The;DRAMA;63;false
261;1931;Ambassador Bill;COMEDY;66;false
262;1931;Big Trail, The;WESTERN;22;false
263;1967;Hombre;WESTERN;50;false
264;1968;Coogan's Bluff;ACTION;57;false
265;1989;Penn & Teller Get Killed;COMEDY;12;false
266;1987;Shy People;DRAMA;7;false
267;1980;It's My Turn;COMEDY;0;false
268;1988;Dangerous Liaisons;DRAMA;77;false
269;1990;Reversal of Fortune;DRAMA;73;true
270;1991;Meeting Venus;COMEDY;74;false
271;1946;Tomorrow Is Forever;DRAMA;65;false
272;1987;Like Father Like Son;COMEDY;20;false
273;1948;Rope;DRAMA;39;false
274;1962;Road to Hong Kong;COMEDY;37;false
275;1989;Shirley Valentine;COMEDY;51;false
276;1992;City of Joy;DRAMA;87;false
277;1966;Appaloosa, The;WESTERN;15;false
278;1986;Seven Minutes in Heaven;COMEDY;49;false
279;1991;Hearts of Darkness, A Filmmaker's Apocalypse;DRAMA;72;false
280;1961;Tonight for Sure;COMEDY;4;false
281;1990;White Hunter, Black Heart;ADVENTURE;66;false
282;1962;Sundays & Cybele;DRAMA;11;true
283;1989;Puppet Master;SCIENCE_FICTION;20;false
284;1991;Night Gallery;HORROR;31;false
285;1989;Pet Sematary;HORROR;27;false
286;1992;America's Music, Gospel;MUSIC;13;false
287;1977;Slap Shot;COMEDY;82;false
288;1987;O. C. & Stiggs;COMEDY;3;false
289;1988;A Fish Called Wanda;COMEDY;7;true
290;1954;A Lesson in Love;COMEDY;48;false
291;1957;Brink of Life;DRAMA;57;false
292;1986;Betty Blue;DRAMA;71;false
293;1979;Hair;MUSIC;67;false
294;1989;National Lampoon's Christmas Vacation;COMEDY;81;false
295;1974;Dersu Uzala, (The Hunter);ADVENTURE;81;true
296;1990;Alice;COMEDY;22;false
297;1980;Fifth Floor, The;MYSTERY;74;false
298;1990;Snow Kill;DRAMA;35;false
299;1971;People, The;DRAMA;36;false
300;1969;true Grit;WESTERN;77;true
301;1942;Battle of Midway, The;WAR;75;false
302;1948;Three Godfathers;WESTERN;72;false
303;1965;Hush, Hush, Sweet Charlotte;MYSTERY;68;false
304;1946;A Stolen Life;DRAMA;20;false
305;1939;Old Maid, The;DRAMA;18;false
306;1950;All about Eve;DRAMA;23;true
307;1986;Fly, The;HORROR;33;false
308;1990;Quick Change;COMEDY;24;false
309;1988;Lair of the White Worm, The;HORROR;16;false
310;1989;Rainbow, The;DRAMA;53;false
311;1956;Man Who Knew Too Much, The;MYSTERY;15;false
312;1992;Beauty & the Beast;SCIENCE_FICTION;14;false
313;1940;Foreign Correspondent;MYSTERY;61;false
314;1949;Heiress, The;DRAMA;81;true
315;1986;Boy Who Could Fly, The;DRAMA;25;false
316;1975;Terrorists, The;ACTION;4;false
317;1942;Wheel of Fortune;DRAMA;36;false
318;1989;Do the Right Thing;DRAMA;5;false
319;1990;Court-Martial of Jackie Robinson, The;DRAMA;33;false
320;1967;Elvira Madigan;DRAMA;28;false
321;1992;Hurricane Smith;ACTION;16;false
322;1987;Fair Game;ACTION;24;false
323;1989;Rape of the Sabines, The;ACTION;83;false
324;1983;Risky Business;COMEDY;28;false
325;1980;I Love All of You (Je Vous Aime);DRAMA;40;false
326;1986;Love Songs;DRAMA;15;false
327;1983;Le Choix des Armes;MYSTERY;15;false
328;1981;Choice of Arms;ACTION;87;false
329;1977;March or Die;WAR;59;false
330;1980;Last Metro, The;DRAMA;66;false
331;1986;Jean de Florette;DRAMA;87;true
332;1989;Fat Man & Little Boy;DRAMA;86;false
333;1990;Wild at Heart;DRAMA;6;false
334;1989;Family Business;ACTION;5;false
335;1988;Stand & Deliver;DRAMA;19;false
336;1981;Looker;SCIENCE_FICTION;62;false
337;1989;Fire & Rain;ACTION;10;false
338;1990;Best of Candid Camera, The;COMEDY;12;false
339;1940;Seven Sinners;DRAMA;24;false
340;1961;Judgment at Nuremberg;DRAMA;39;true
341;1989;Minsky's Follies;COMEDY;12;false
342;1990;Novice, The;COMEDY;72;false
343;1987;Wings of Desire;DRAMA;71;false
344;1991;Until the End of the World;DRAMA;57;false
345;1987;Castaway;DRAMA;41;false
346;1993;Alfred Hitchcock Presents, Sorcerer's Apprentice;MYSTERY;60;false
347;1991;Delicatessen;COMEDY;78;false
348;1979;Great Train Robbery, The;MYSTERY;7;false
349;1991;Hanover Street;DRAMA;81;false
350;1991;Hunchback;DRAMA;33;false
351;1946;My Darling Clementine;WESTERN;12;false
352;1950;Wagon Master;WESTERN;30;false
353;1949;She Wore a Yellow Ribbon;WESTERN;84;false
354;1985;Fantasy Man;COMEDY;82;false
355;1986;Monster in the Closet;COMEDY;39;false
356;1992;Double Edge;DRAMA;69;false
357;1976;Network;COMEDY;48;true
358;1974;Chinatown;DRAMA;55;true
359;1975;Three Days of the Condor;DRAMA;87;false
360;1977;Voyage of the Damned;DRAMA;34;false
361;1987;Barfly;DRAMA;23;false
362;1990;Wait Until Spring, Bandini;DRAMA;20;false
363;1947;Life with Father;COMEDY;10;false
364;1943;A Guy Named Joe;DRAMA;42;false
365;1974;Stavisky;DRAMA;1;false
366;1981;Time Bandits;COMEDY;5;false
367;1980;Shining, The;HORROR;32;false
368;1945;Flame of Barbary Coast;WESTERN;54;false
369;1993;Naked Truth, The;COMEDY;34;false
370;1979;Brood, The;HORROR;51;false
371;1970;Molly Maguires, The;ACTION;3;false
372;1984;Beverly Hills Cop;COMEDY;41;false
373;1991;Blind Man's Bluff;MYSTERY;64;false
374;1961;La Dolce Vita;DRAMA;20;false
375;1966;After the Fox;COMEDY;60;false
376;1974;Man with the Golden Gun, The;ACTION;41;false
377;1985;Marbella;ACTION;45;false
378;1967;Bobo, The;COMEDY;80;false
379;1993;Big Bands, The;MUSIC;48;false
380;1992;Killer Image.;MYSTERY;8;false
381;1987;Kandyland;DRAMA;41;false
382;1987;Campus Man;DRAMA;38;false
383;1956;Jubal;DRAMA;32;false
384;1985;Purple Rose of Cairo, The;COMEDY;20;true
385;1984;Broadway Danny Rose;COMEDY;14;false
386;1992;Husbands & Wives;COMEDY;80;false
387;1986;Hannah & Her Sisters;COMEDY;8;true
388;1979;Hurricane;ACTION;8;false
389;1986;Between Two Women;DRAMA;52;false
390;1981;Cannonball Run, The;COMEDY;80;false
391;1936;Doughnuts & Society;COMEDY;28;false
392;1978;Holocaust;DRAMA;1;false
393;1990;Meridian;SCIENCE_FICTION;47;false
394;1992;Diary of a Hitman;DRAMA;67;false
395;1988;Gor;ACTION;2;false
396;1987;Surrender;COMEDY;84;false
397;1984;Places in the Heart;DRAMA;83;true
398;1991;Not Without My Daughter;DRAMA;55;false
399;1977;Heroes;DRAMA;17;false
400;1981;Absence of Malice;DRAMA;76;false
401;1979;Norma Rae;DRAMA;64;true
402;1989;Steel Magnolias;DRAMA;66;false
403;1989;Burbs, The;COMEDY;42;false
404;1980;Empire Strikes Back, The;SCIENCE_FICTION;33;false
405;1977;Star Wars;SCIENCE_FICTION;44;false
406;1983;Return of the Jedi;SCIENCE_FICTION;4;false
407;1991;Hear My Song;DRAMA;72;false
408;1956;Slightly Scarlet;ACTION;52;false
409;1957;Gunfight at the OK Corral;WESTERN;84;false
410;1931;Range Feud, The;WESTERN;51;false
411;1990;Bloodsucking Pharaohs in Pittsburgh;COMEDY;79;false
412;1972;Roma;DRAMA;75;false
413;1979;China Syndrome, The;DRAMA;43;false
414;1986;Morning After, The;MYSTERY;6;false
415;1971;Klute;DRAMA;15;true
416;1979;Electric Horseman, The;COMEDY;34;false
417;1965;Cat Ballou;COMEDY;62;true
418;1991;Coming Home;DRAMA;1;true
419;1940;Rebecca;DRAMA;78;true
420;1944;Jane Eyre;DRAMA;44;false
421;1973;Stacey!;ACTION;31;false
422;1992;Naked Obsession;MYSTERY;26;false
423;1989;Stripped to Kill II, Live Girls;MYSTERY;80;false
424;1990;Rain Killer, The;MYSTERY;10;false
425;1983;Valley Girl;COMEDY;30;false
426;1991;Silence of the Lambs, The;MYSTERY;8;true
427;1988;Stealing Home;DRAMA;76;false
428;1972;Napoleon & Samantha;COMEDY;33;false
429;1988;Five Corners;DRAMA;88;false
430;1955;Blackboard Jungle, The;DRAMA;66;false
431;1989;My Left Foot;DRAMA;32;true
432;1987;Back to the Beach;COMEDY;45;false
433;1934;Painted Veil, The;DRAMA;57;false
434;1931;Inspiration;DRAMA;66;false
435;1930;Anna Christie;DRAMA;0;false
436;1926;Flesh & the Devil, The;DRAMA;72;false
437;1928;Woman of Affairs;DRAMA;83;false
438;1935;Anna Karenina;DRAMA;35;true
439;1936;Camille;DRAMA;74;false
440;1931;Mata Hari;DRAMA;67;false
441;1929;Wild Orchids;DRAMA;70;false
442;1932;Grand Hotel;DRAMA;81;true
443;1931;Susan Lennox, Her Fall & Rise;DRAMA;64;false
444;1939;Ninotchka;COMEDY;40;false
445;1933;Queen Christina;DRAMA;82;false
446;1928;Mysterious Lady, The;DRAMA;72;false
447;1925;Joyless Street;DRAMA;73;false
448;1929;Single Standard, The;DRAMA;73;false
449;1932;As You Desire Me;DRAMA;85;false
450;1930;Romance;DRAMA;62;false
451;1962;A Child Is Waiting;DRAMA;60;false
452;1982;Tootsie;COMEDY;8;true
453;1989;Let It Ride;COMEDY;88;false
454;1953;Julius Caesar;DRAMA;50;false
455;1979;Nineteen Forty-One;COMEDY;24;false
456;1975;Jaws;ACTION;6;false
457;1987;Hot Pursuit;DRAMA;44;false
458;1989;Triumph of the Spirit;DRAMA;49;false
459;1975;Brannigan;DRAMA;64;false
460;1979;Buffet Froid;COMEDY;75;false
461;1986;Salvador;DRAMA;77;false
462;1959;Horse Soldiers, The;WESTERN;76;false
463;1954;Long John Silver;ACTION;56;false
464;1961;Hustler, The;DRAMA;43;true
465;1983;Star Chamber, The;DRAMA;3;false
466;1988;Clara's Heart;DRAMA;60;false
467;1987;Burglar;COMEDY;44;false
468;1986;Comic Relief;COMEDY;69;false
469;1978;Bloodbrothers;DRAMA;11;false
470;1988;Rain Man;DRAMA;8;true
471;1966;Masculine Feminine;DRAMA;20;false
472;1964;Outer Limits, The;SCIENCE_FICTION;27;false
473;1988;Mama's Dirty Girls;HORROR;62;false
474;1979;Last Ride of the Dalton Gang, The;WESTERN;62;false
475;1991;Why Me?;COMEDY;74;false
476;1932;Number Seventeen;CRIME;66;false
477;1986;Manhunter;DRAMA;19;false
478;1990;Bonfire of the Vanities, The;DRAMA;82;false
479;1988;Working Girl;COMEDY;25;false
480;1992;Shining Through;MYSTERY;11;false
481;1991;Slumber Party Massacre III;HORROR;40;false
482;1988;Tokyo Pop;COMEDY;2;false
483;1991;Terminator 2;ACTION;8;false
484;1984;Terminator, The;ACTION;17;false
485;1986;King Kong Lives!;ACTION;20;false
486;1969;Those Daring Young Men in Their Jaunty;COMEDY;59;false
487;1991;At Play in the Fields of the Lord;DRAMA;81;false
488;1990;Crazy People;COMEDY;61;false
489;1992;Memoirs of an Invisible Man;COMEDY;58;false
490;1985;Clan of the Cave Bear, The;DRAMA;73;false
491;1983;Final Terror, The;HORROR;24;false
492;1984;Reckless;DRAMA;14;false
493;1989;High Spirits;COMEDY;53;false
494;1987;Roxanne;COMEDY;66;false
495;1982;Blade Runner;ACTION;1;false
496;1987;Wall Street;DRAMA;6;true
497;1992;Pope of Greenwich Village;DRAMA;58;false
498;1989;After School;DRAMA;59;false
499;1938;Flaming Frontiers;WESTERN;82;false
500;1936;Libeled Lady;COMEDY;86;false
501;1976;Inserts;DRAMA;85;false
502;1988;Blue Iguana, The;DRAMA;65;false
503;1983;Tender Mercies;DRAMA;61;true
504;1987;Nights in White Satin;DRAMA;5;false
505;1989;Videodrome;HORROR;36;false
506;1991;Intimate Stranger;MYSTERY;23;false
507;1986;Highlander;SCIENCE_FICTION;8;false
508;1987;Bodycount;ACTION;51;false
509;1989;Tango & Cash;ACTION;9;false
510;1970;There's a Girl in My Soup;COMEDY;41;false
511;1984;Swing Shift;DRAMA;81;false
512;1978;Foul Play;COMEDY;46;false
513;1982;Best Friends;COMEDY;74;false
514;1972;Butterflies Are Free;DRAMA;82;true
515;1987;Overboard;COMEDY;6;false
516;1974;Girl from Petrovka, The;DRAMA;23;false
517;1992;Housesitter;COMEDY;14;false
518;1986;Wildcats;COMEDY;22;false
519;1984;Protocol;COMEDY;53;false
520;1980;Seems Like Old Times;COMEDY;49;false
521;1974;Sugarland Express, The;DRAMA;28;false
522;1980;Private Benjamin;COMEDY;61;false
523;1991;Deceived;MYSTERY;55;false
524;1931;Arrowsmith;DRAMA;84;false
525;1972;Say Goodbye Maggie Cole;DRAMA;84;false
526;1964;Circus World;DRAMA;29;false
527;1952;Affair in Trinidad;DRAMA;49;false
528;1948;Lady from Shanghai;MYSTERY;16;false
529;1940;Lady in Question;DRAMA;57;false
530;1946;Gilda;DRAMA;57;false
531;1948;Loves of Carmen, The;DRAMA;48;false
532;1990;Dick Tracy;COMEDY;84;false
533;1964;Marnie;DRAMA;2;false
534;1987;Hot Child in the City;MYSTERY;0;false
535;1984;Johnny Dangerously;COMEDY;3;false
536;1985;Stark;MYSTERY;27;false
537;1949;Three Strange Loves;DRAMA;87;false
538;1964;My Fair Lady;MUSIC;10;true
539;1960;Unforgiven, The;DRAMA;32;false
540;1976;Robin & Marian;ACTION;6;false
541;1961;Children's Hour, The;DRAMA;60;false
542;1956;Rainmaker, The;DRAMA;21;false
543;1952;Pat & Mike;COMEDY;48;false
544;1968;Lion in Winter, THe;DRAMA;78;true
545;1991;Sea of Grass, The;WESTERN;75;false
546;1967;Guess Who's Coming to Dinner;DRAMA;50;true
547;1957;Desk Set;COMEDY;51;false
548;1975;Rooster Cogburn;WESTERN;76;false
549;1981;On Golden Pond;DRAMA;23;true
550;1991;Adam's Rib;COMEDY;62;false
551;1991;Boom Town;DRAMA;73;false
552;1991;Dragon Seed;DRAMA;34;false
553;1991;Little Women;DRAMA;22;false
554;1991;Philadelphia Story, The;COMEDY;25;false
555;1991;Without Love;COMEDY;66;false
556;1991;Woman of the Year;COMEDY;12;false
557;1992;Juice;DRAMA;31;false
558;1986;Hoosiers;DRAMA;2;false
559;1987;Tin Men;COMEDY;50;false
560;1988;Last Temptation of Christ, The;DRAMA;32;false
561;1991;Paris Trout;DRAMA;53;false
562;1988;Souvenir;DRAMA;42;false
563;1966;A Man for All Seasons;DRAMA;20;true
564;1986;Knights & Emeralds;DRAMA;NULL;false
565;1989;Masque of the Red Death;HORROR;9;false
566;1943;Adventures of Smilin' Jack, The;MYSTERY;77;false
567;1992;Adventures in Dinosaur City;ACTION;19;false
568;1987;Allnighter, The;COMEDY;71;false
569;1980;Caddyshack;COMEDY;70;false
570;1973;Tom Sawyer;MUSIC;11;false
571;1987;Rita, Sue & Bob Too;COMEDY;5;false
572;1947;Hawk of Powder River;WESTERN;61;false
573;1928;Tempest;DRAMA;33;false
574;1986;Running Mates;DRAMA;63;false
575;1987;Prettykill;DRAMA;71;false
576;1934;Judge Priest;DRAMA;9;false
577;1950;Harvey;COMEDY;42;false
578;1991;If Looks Could Kill;ACTION;10;false
579;1987;Raising Arizona;COMEDY;23;false
580;1989;Once Around;COMEDY;68;false
581;1980;Loulou;DRAMA;65;false
582;1982;World According to Garp, The;DRAMA;59;false
583;1980;Virus;SCIENCE_FICTION;62;false
584;1940;Northwest Passage;ACTION;51;false
